timestamp,date,question,error_margin,SPD,CDU_CSU,GRUENE,FDP,AFD,LINKE,FW,BSW,SONSTIGE
1731308332,2024-11-11,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.167,0.333,0.112,0.057,0.163,0.03,0.009,0.064,0.065
1731400827,2024-11-12,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.169,0.331,0.112,0.057,0.163,0.029,0.01,0.065,0.064
1731576570,2024-11-14,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.174,0.327,0.117,0.057,0.161,0.029,0.01,0.065,0.06
1731657235,2024-11-15,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.173,0.321,0.123,0.056,0.167,0.028,0.009,0.065,0.058
1731765580,2024-11-16,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.175,0.311,0.126,0.051,0.171,0.029,0.01,0.065,0.062
1731765775,2024-11-16,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.175,0.311,0.126,0.051,0.171,0.029,0.01,0.065,0.062
1731807889,2024-11-17,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.174,0.31,0.126,0.053,0.173,0.029,0.01,0.065,0.06
1731894163,2024-11-18,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.172,0.308,0.125,0.054,0.172,0.029,0.01,0.064,0.066
1731980453,2024-11-19,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.174,0.304,0.123,0.052,0.174,0.03,0.011,0.064,0.068
1732066791,2024-11-20,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.169,0.303,0.122,0.049,0.181,0.031,0.012,0.064,0.069
1732153177,2024-11-21,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.164,0.307,0.119,0.045,0.184,0.032,0.013,0.065,0.071
1732239648,2024-11-22,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.161,0.31,0.12,0.043,0.187,0.033,0.014,0.065,0.067
1732325879,2024-11-23,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.159,0.315,0.12,0.041,0.189,0.033,0.013,0.063,0.067
1732412728,2024-11-24,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.153,0.318,0.117,0.04,0.192,0.034,0.013,0.064,0.069
1732498938,2024-11-25,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.158,0.314,0.114,0.038,0.192,0.032,0.013,0.067,0.072
1732585282,2024-11-26,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.152,0.314,0.117,0.039,0.195,0.036,0.012,0.065,0.07
1732671769,2024-11-27,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.152,0.313,0.116,0.039,0.195,0.038,0.011,0.064,0.072
1732758138,2024-11-28,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.151,0.314,0.119,0.039,0.193,0.039,0.01,0.061,0.074
1732844542,2024-11-29,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.15,0.315,0.118,0.039,0.194,0.039,0.009,0.061,0.075
1732930783,2024-11-30,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.151,0.31,0.118,0.039,0.193,0.039,0.009,0.062,0.079
1733018207,2024-12-01,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.15,0.312,0.12,0.04,0.19,0.037,0.01,0.062,0.079
1733103959,2024-12-02,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.152,0.315,0.122,0.04,0.188,0.037,0.009,0.061,0.076
1733190256,2024-12-03,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.152,0.315,0.121,0.042,0.191,0.037,0.01,0.06,0.072
1733276680,2024-12-04,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.154,0.319,0.123,0.042,0.185,0.036,0.01,0.058,0.073
1733363073,2024-12-05,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.156,0.32,0.123,0.043,0.182,0.034,0.011,0.06,0.071
1733449394,2024-12-06,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.16,0.317,0.124,0.042,0.181,0.032,0.014,0.065,0.065
1733535750,2024-12-07,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.161,0.316,0.129,0.041,0.181,0.03,0.013,0.066,0.063
1733622638,2024-12-08,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.161,0.314,0.128,0.042,0.182,0.033,0.014,0.065,0.061
1733708869,2024-12-09,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.16,0.314,0.127,0.042,0.182,0.032,0.016,0.066,0.061
1733795162,2024-12-10,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.16,0.311,0.129,0.043,0.184,0.032,0.016,0.063,0.062
1733881482,2024-12-11,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.158,0.309,0.133,0.041,0.187,0.03,0.017,0.064,0.061
1733967843,2024-12-12,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.158,0.311,0.131,0.042,0.188,0.03,0.015,0.063,0.062
1734054337,2024-12-13,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.157,0.31,0.131,0.041,0.188,0.03,0.016,0.062,0.065
1734140462,2024-12-14,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.158,0.308,0.13,0.041,0.191,0.031,0.016,0.06,0.065
1734227424,2024-12-15,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.159,0.311,0.125,0.042,0.192,0.03,0.016,0.064,0.061
1734313664,2024-12-16,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.161,0.314,0.123,0.041,0.192,0.029,0.015,0.066,0.059
1734399848,2024-12-17,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.162,0.317,0.123,0.041,0.19,0.029,0.014,0.067,0.057
1734572486,2024-12-19,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.161,0.317,0.121,0.038,0.193,0.031,0.015,0.065,0.059
1734658593,2024-12-20,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.157,0.322,0.123,0.037,0.193,0.03,0.014,0.062,0.062
1734744426,2024-12-21,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.158,0.323,0.127,0.038,0.193,0.03,0.012,0.059,0.06
1734831720,2024-12-22,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.16,0.322,0.129,0.039,0.191,0.031,0.01,0.059,0.059
1734917861,2024-12-23,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.157,0.323,0.13,0.039,0.19,0.029,0.01,0.062,0.06
1735004142,2024-12-24,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.157,0.32,0.129,0.041,0.193,0.028,0.011,0.061,0.06
1735090035,2024-12-25,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.157,0.32,0.126,0.041,0.199,0.028,0.01,0.062,0.057
1735176465,2024-12-26,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.155,0.318,0.126,0.041,0.202,0.028,0.011,0.063,0.056
1735263337,2024-12-27,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.156,0.316,0.128,0.042,0.202,0.028,0.011,0.06,0.057
1735349185,2024-12-28,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.159,0.313,0.127,0.04,0.203,0.029,0.012,0.06,0.057
1735436577,2024-12-29,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.16,0.312,0.128,0.041,0.202,0.028,0.011,0.06,0.058
1735522709,2024-12-30,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.157,0.315,0.127,0.042,0.202,0.029,0.012,0.056,0.06
1735608909,2024-12-31,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.157,0.313,0.127,0.041,0.204,0.03,0.012,0.055,0.061
1735695765,2025-01-01,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.156,0.313,0.128,0.041,0.201,0.032,0.011,0.055,0.063
1735781247,2025-01-02,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.158,0.311,0.129,0.04,0.2,0.032,0.013,0.054,0.063
1735868157,2025-01-03,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.158,0.31,0.129,0.041,0.199,0.034,0.011,0.054,0.064
1735954002,2025-01-04,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.158,0.312,0.128,0.041,0.199,0.033,0.012,0.056,0.061
1736041319,2025-01-05,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.157,0.315,0.129,0.041,0.197,0.034,0.011,0.054,0.062
1736127600,2025-01-06,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.156,0.317,0.129,0.041,0.192,0.032,0.011,0.06,0.062
1736213801,2025-01-07,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.158,0.315,0.129,0.04,0.193,0.032,0.011,0.061,0.061
1736300183,2025-01-08,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.157,0.318,0.128,0.038,0.191,0.031,0.011,0.064,0.062
1736388285,2025-01-09,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.159,0.32,0.128,0.04,0.189,0.031,0.01,0.066,0.057
1736473099,2025-01-10,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.154,0.318,0.132,0.04,0.189,0.031,0.01,0.062,0.064
1736559363,2025-01-11,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.15,0.316,0.137,0.039,0.191,0.032,0.01,0.056,0.069
1736646211,2025-01-12,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.151,0.313,0.139,0.038,0.188,0.034,0.013,0.055,0.069
1736732438,2025-01-13,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.149,0.311,0.145,0.039,0.19,0.034,0.013,0.052,0.067
1736817891,2025-01-14,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.15,0.311,0.145,0.038,0.195,0.034,0.012,0.047,0.068
1736904386,2025-01-15,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.15,0.311,0.147,0.039,0.194,0.034,0.014,0.044,0.067
1736990749,2025-01-16,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.147,0.312,0.146,0.037,0.199,0.035,0.012,0.046,0.066
1737077130,2025-01-17,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.145,0.311,0.144,0.037,0.2,0.034,0.012,0.049,0.068
1737163411,2025-01-18,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.142,0.314,0.142,0.035,0.202,0.033,0.013,0.05,0.069
1737250731,2025-01-19,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.137,0.314,0.14,0.036,0.205,0.036,0.012,0.051,0.069
1737336443,2025-01-20,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.137,0.312,0.138,0.037,0.207,0.036,0.012,0.051,0.07
1737422749,2025-01-21,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.139,0.309,0.138,0.037,0.208,0.037,0.011,0.051,0.07
1737509718,2025-01-22,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.14,0.313,0.134,0.038,0.207,0.039,0.012,0.049,0.068
1737595572,2025-01-22,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.144,0.312,0.135,0.036,0.204,0.041,0.012,0.048,0.068
1737681982,2025-01-24,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.144,0.314,0.136,0.037,0.203,0.042,0.012,0.048,0.064
1737768159,2025-01-24,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.148,0.317,0.132,0.037,0.203,0.044,0.012,0.044,0.063
1737855349,2025-01-26,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.147,0.318,0.13,0.035,0.207,0.042,0.011,0.043,0.067
1737941247,2025-01-27,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.151,0.318,0.131,0.033,0.205,0.044,0.011,0.042,0.065
1738027547,2025-01-28,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.154,0.327,0.126,0.032,0.203,0.044,0.01,0.043,0.061
1738113949,2025-01-29,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.151,0.325,0.128,0.034,0.203,0.044,0.011,0.043,0.061
1738200296,2025-01-30,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.15,0.319,0.13,0.036,0.205,0.044,0.012,0.042,0.062
1738286788,2025-01-31,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.152,0.317,0.131,0.036,0.205,0.045,0.012,0.041,0.061
1738373890,2025-02-01,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.154,0.308,0.134,0.037,0.206,0.045,0.012,0.044,0.06
1738460231,2025-02-02,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.155,0.305,0.137,0.038,0.207,0.044,0.012,0.05,0.052
1738546035,2025-02-03,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.158,0.301,0.137,0.039,0.207,0.046,0.012,0.05,0.05
1738632377,2025-02-03,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.158,0.304,0.136,0.038,0.207,0.047,0.011,0.049,0.05
1738718874,2025-02-05,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.157,0.299,0.136,0.041,0.208,0.048,0.011,0.047,0.053
1738805723,2025-02-06,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.157,0.304,0.137,0.039,0.205,0.048,0.011,0.046,0.053
1738892126,2025-02-07,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.157,0.302,0.139,0.04,0.204,0.05,0.008,0.044,0.056
1738977907,2025-02-08,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.154,0.302,0.141,0.039,0.206,0.053,0.009,0.045,0.051
1739065119,2025-02-09,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.152,0.298,0.141,0.039,0.204,0.056,0.01,0.048,0.052
1739151387,2025-02-10,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.152,0.303,0.139,0.039,0.201,0.056,0.011,0.044,0.055
1739237700,2025-02-11,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.152,0.31,0.138,0.038,0.2,0.055,0.011,0.041,0.055
1739323672,2025-02-12,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.152,0.307,0.14,0.039,0.2,0.056,0.01,0.041,0.055
1739410547,2025-02-13,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.15,0.304,0.137,0.04,0.2,0.059,0.01,0.044,0.056
1739496912,2025-02-14,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.151,0.303,0.138,0.04,0.201,0.059,0.01,0.044,0.054
1739582814,2025-02-15,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.153,0.301,0.14,0.04,0.203,0.057,0.01,0.047,0.049
1739670103,2025-02-16,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.15,0.305,0.139,0.04,0.205,0.061,0.009,0.044,0.047
1739756317,2025-02-17,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.154,0.301,0.136,0.041,0.207,0.064,0.01,0.044,0.043
1739842512,2025-02-18,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.153,0.302,0.136,0.042,0.207,0.065,0.01,0.045,0.04
1739928959,2025-02-19,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.155,0.297,0.135,0.045,0.21,0.067,0.01,0.043,0.038
1740015389,2025-02-20,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.155,0.296,0.135,0.047,0.212,0.069,0.008,0.043,0.035
1740101804,2025-02-20,"Wen würden Sie wählen, wenn am Sonntag Bundestagswahl wäre?",0.025,0.154,0.297,0.136,0.046,0.211,0.07,0.009,0.042,0.035
